SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,13:10:46,2/25/2025,Petals barcode,Shea Nolan,,3,A,bottom,-0.016144,2.541285,-0.016247,-0.309135,1.205688,1.216823,3.057308,1.85162,12.236053,12.124082,30.743477,0.441786,7.5,36.28,36.62,25.74,24.34,24.34,99.45,120.5,119.8,0.6,1535,4.112,13:09:15,2/25/2025,-0.07,1,0.001,-0.002,-9999,0,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.47916,2.489726,1.358513,0.843261,0.264783,-0.017204,0.21617,1.439277,46.793819,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-20T23:47:21.745Z
10,13:12:06,2/25/2025,Petals barcode,Shea Nolan,,4,A,bottom,-0.006205,2.542389,-0.006221,-0.148921,1.268742,1.274099,3.591518,2.322777,12.810808,12.756941,36.111996,0.441786,7.5,38.6,38.76,25.56,27.06,27.06,99.46,120.6,119.4,1,160,4.111,13:09:15,2/25/2025,-0.07,1,0,-0.002,0,0.004,0.001,-0.003,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.482402,2.493263,1.359172,0.842461,0.266737,0.016741,0.221936,0.245434,46.495201,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-20T23:47:21.745Z
11,13:13:28,2/25/2025,Petals barcode,Shea Nolan,,4,A,top,-0.01288,2.538254,-0.012946,-0.248802,1.248018,1.256993,3.11729,1.869272,12.640179,12.549924,31.347115,0.441786,7.5,38.57,38.85,25.29,24.67,24.67,99.44,120.3,119.6,0.6,8,4.109,13:09:15,2/25/2025,-0.07,1,-0.006,-0.005,0.013,-0.002,-0.006,-0.007,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.482583,2.493273,1.356711,0.842827,0.269556,-0.008191,0.227512,0.114013,46.132565,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-20T23:47:21.745Z
12,13:23:22,2/25/2025,Petals barcode,Shea Nolan,,5,A,top,-0.01161,2.541123,-0.011663,-0.204238,1.137522,1.144883,2.843771,1.70625,11.515095,11.441059,28.602322,0.441786,7.5,36.95,37.19,24.46,23.14,23.14,99.42,120.5,119.7,0.6,9,4.1,13:09:15,2/25/2025,-0.07,1,-0.001,-0.001,-9999,0,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.480278,2.490994,1.358417,0.843179,0.27866,-0.015996,0.266213,0.114352,44.483902,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-20T23:47:21.745Z
13,13:24:11,2/25/2025,Petals barcode,Shea Nolan,,5,A,bottom,-0.002482,2.542415,-0.002485,-0.040895,1.107988,1.109461,2.71291,1.604921,11.158974,11.144157,27.286472,0.441786,7.5,36.37,36.41,24.29,22.36,22.36,99.42,120.6,119.9,0.6,123,4.097,13:23:35,2/25/2025,0.22,1,-0.001,-0.002,-9999,-0.001,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.479156,2.489709,1.359187,0.843564,0.280615,-0.022772,0.268798,0.213383,44.379829,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-20T23:47:21.745Z
14,13:28:25,2/25/2025,Petals barcode,Shea Nolan,,6,A,bottom,0.030278,2.538503,0.029921,0.503854,1.131432,1.113245,2.772492,1.64106,11.199024,11.381988,27.890734,0.441786,7.5,36.73,36.14,24.47,22.72,22.72,99.41,120.3,119.9,0.3,1060,4.096,13:23:35,2/25/2025,0.22,1,0.001,-0.005,-9999,0.002,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.478698,2.49022,1.356859,0.843631,0.278549,-0.020874,0.285214,1.026789,43.917774,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-20T23:47:21.745Z
15,13:29:19,2/25/2025,Petals barcode,Shea Nolan,,6,A,top,0.008191,2.53917,0.008164,0.144054,1.116508,1.111309,2.835579,1.719071,11.179613,11.231909,28.525517,0.441786,7.5,36.32,36.15,24.44,23.09,23.09,99.4,120.3,119.8,0.4,26,4.094,13:23:35,2/25/2025,0.22,1,0,-0.002,-9999,-0.006,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.478727,2.489607,1.357255,0.843354,0.278945,-0.016241,0.288527,0.12944,43.737888,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-20T23:47:21.745Z
16,13:29:44,2/25/2025,Petals barcode,Shea Nolan,,6,A,bottom,0.024326,2.539881,0.024095,0.418595,1.163508,1.148416,2.855505,1.691997,11.552903,11.704722,28.725973,0.441786,7.5,37.89,37.4,24.42,23.21,23.21,99.4,120.4,119.8,0.5,1134,4.094,13:23:35,2/25/2025,0.22,1,0.003,-0.001,-9999,0,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.48061,2.491999,1.357678,0.843454,0.279161,-0.014696,0.290129,1.090989,43.719292,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-20T23:47:21.745Z
17,13:34:33,2/25/2025,Petals barcode,Shea Nolan,,7,A,bottom,0.018264,2.541239,0.018134,0.297784,1.064695,1.053955,2.666831,1.602136,10.600104,10.708121,26.821531,0.441786,7.5,34.5,34.16,24.5,22.08,22.08,99.43,120.5,119.9,0.5,116,4.09,13:23:35,2/25/2025,0.22,1,-0.001,0,-9999,0.002,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.475693,2.486816,1.358486,0.843667,0.278244,-0.028409,0.307113,0.207779,43.218613,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-20T23:47:21.745Z
18,13:35:50,2/25/2025,Petals barcode,Shea Nolan,,7,A,top,0.004071,2.536603,0.004064,0.067924,1.12438,1.121924,2.753588,1.629209,11.28458,11.309278,27.696247,0.441786,7.5,36.94,36.86,24.27,22.61,22.61,99.42,120.1,119.7,0.3,17,4.088,13:34:46,2/25/2025,0.18,1,0,0.003,-9999,-0.003,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.479831,2.490638,1.355732,0.84324,0.280803,-0.019807,0.310532,0.121841,42.914272,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-20T23:47:21.745Z
19,13:39:48,2/25/2025,Petals barcode,Shea Nolan,,8,A,top,0.029588,2.539436,0.029247,0.477908,1.306679,1.289463,2.897207,1.590529,12.96731,13.140439,29.135376,0.441786,7.5,42.59,42.03,24.4,23.45,23.45,99.44,120.3,119.9,0.4,21,4.086,13:34:46,2/25/2025,0.18,1,0.005,0.004,-9999,0.001,0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487485,2.499091,1.357413,0.843626,0.279323,-0.011786,0.32477,0.125232,42.696476,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-20T23:47:21.745Z
20,13:40:14,2/25/2025,Petals barcode,Shea Nolan,,8,A,bottom,0.008455,2.53956,0.008427,0.141509,1.24139,1.23629,2.876556,1.635166,12.433054,12.484347,28.928793,0.441786,7.5,40.41,40.25,24.42,23.33,23.33,99.44,120.4,120,0.3,1178,4.085,13:34:46,2/25/2025,0.18,1,0,-0.001,-9999,0,0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.484851,2.495842,1.357487,0.843725,0.279098,-0.013375,0.326302,1.129448,42.697548,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-20T23:47:21.745Z
